stage_id,title,order,step_id,left,top,description,en_title,en_description,de_title,de_description,es_title,es_description,dk_title,dk_description,,,br_title,br_description,fr_title,fr_description,sv_title,sv_description
omaha_hi_turn,Other players’ actions,3,omaha_hi_turn_3,66,90,"After the initial bet is placed, the players have the same options as in the previous rounds. They can call, raise, fold or raise pot, which could put them all-in.",Other players’ actions,"After the initial bet is placed, the players have the same options as in the previous rounds. They can call, raise, fold or raise pot, which could put them all-in.",Handlungen der anderen Spieler,"Nachdem der Eröffnungseinsatz gesetzt wurde, haben die Spieler die gleichen Optionen wie in den vorherigen Runden. Sie können mitgehen, erhöhen, aussteigen oder den Pot erhöhen, was möglicherweise einen All-In erforderlich macht.",Opciones del resto de jugadores,"Una vez que se ha hecho la apuesta inicial, el resto de jugadores tiene estas opciones: pagar, subir, tirarse o subir el bote, que puede llegar a ser all-in.",Andre spilleres handlemuligheder,"Efter den første indsats er placeret, har de øvrige spillere de samme muligheder som i de tidligere runder: De kan calle, raise, folde eller raise puljen, hvilket kan betyde, at de går allin.",,,Ações dos outros jogadores,"Após a aposta inicial ser feita, os jogadores têm as mesmas opções que nas rodadas anteriores. Eles podem pagar, aumentar, desistir ou aumentar o pote, o que poderia colocá-los em all-in.",Actions des autres joueurs,"Après avoir placé l'enchère initiale, les joueurs disposent des mêmes options que pour les tours précédents. Ils peuvent suivre, relancer, passer ou relancer au pot, ce qui risque de les mettre all-in.",Övriga spelares ageranden,"När den inledande insatsen är gjord har spelarna samma alternativ som i de föregående rundorna: de kan syna, höja, lägga sig eller höja potten, vilket skulle kunna innebära All-in för dem."
omaha_hi_turn,End of betting,4,omaha_hi_turn_4,9,37,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",End of betting,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie nach der Flop-Einsatzrunde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet.",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores, que no se han tirado, han apostado la misma cantidad de fichas. Si todos los jugadores deciden pasar en el ronda de apuestas, es decir no hay apuestas nuevas, el bote sigue con la misma cantidad de fichas que en la ronda del flop. Si todos los jugadores, excepto uno, se tiraran en la ronda de apuesta, el jugador que no se haya tirado gana el bote, y termina la mano.",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har placeret lige store indsatser i puljen. Hvis alle spillere beslutter at checke i den aktuelle indsatsrunde, kommer der ingen nye indsatser, og puljen forbliver på samme niveau som efter flop-runden. Hvis alle spillere undtagen én beslutter at folde i den aktuelle runde, vindes puljen af den spiller, der ikke har foldet, og indsatsrunden slutter.",,,Fim das apostas,"A rodada de apostas termina quando todos os jogadores que não desistiram colocarem montantes iguais no pote. Se todos os jogadores decidirem pedir mesa na rodada de apostas atual, ou seja, se não houver novas apostas, o montante no pote permanece o mesmo que após a rodada de apostas do flop. Se todos os jogadores, exceto um, decidirem desistir na rodada atual, o jogador que não desistiu ganha o pote e a rodada de apostas termina.",Fin des enchères,"Le tour d'enchère se termine lorsque tous les joueurs, qui n'ont pas passé, ont contribué de façon égale au pot. Si tous les joueurs décident de checker au tour d'enchère en cours, signifiant qu'il n'y a pas de nouvelles mises, le montant dans le pot reste le même qu'après le tour d'enchère au flop. Si tous les joueurs sauf un, décident de passer au tour en cours, le joueur qui n'a pas passé remporte le pot et le tour d'enchère prend fin.",Satsningen avslutas,"Satsningsrundan avslutas när alla spelare som inte har lagt sig har satsat samma belopp till potten. Om alla spelare väljer att checka i den aktuella satsningsrundan, inga nya satsningar görs alltså, förblir beloppet i potten oförändrat från satsningsrundan efter floppen. Om alla spelare utom en väljer att lägga sig i den aktuella rundan vinns potten av spelaren som inte har lagt sig, och satsningsrundan avslutas därmed."
omaha_hi_river,River,1,omaha_hi_river_1,78,50,The fifth and final face-up community card is dealt on the table.,River,The fifth and final face-up community card is dealt on the table.,River,Die fünfte und letzte Gemeinschaftskarte wird offen am Pokertisch ausgegeben.,River,"La quinta y última carta comunitaria se saca al centro de la mesa.",River,Det femte og sidste fælleskort lægges på bordet med billedsiden opad.,,,River,A quinta e última carta da mesa é distribuída virada para cima.,River,La cinquième et dernière carte communautaire est posée face visible sur la table.,Rivern,Det femte och sista uppåtvända gemensamma kortet delas ut på bordet.
omaha_hi_river,First player’s actions,2,omaha_hi_river_2,81,10,"The first person to act is the first player, with two hole cards, to the left of the dealer. 
They have two options: check or bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",First player’s actions,"The first person to act is the first player, with two hole cards, to the left of the dealer. 
They have two options: check or bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",Handlungen des ersten Spielers,"Der erste Spieler, der agiert, ist der erste Spieler – mit zwei Taschenkarten – links vom Dealer.Dieser Spieler hat zwei Optionen: Schieben oder Setzen. Wenn der erste Spieler schiebt (d. h. nichts setzt), geht die Action im Uhrzeigersinn an den nächsten Spieler über.",Opciones del primer jugador,"La primera persona en actuar es el primer jugador activo sentado a la izquierda del dealer. Tiene dos opciones: pasar o apostar. Si el primer jugador pasa, la acción continúa en el siguiente jugador en el sentido de las agujas del reloj.",Første spillers handlemuligheder,"Den aktive spiller, der sidder nærmest på dealerens venstre side, skal foretage den første handling.
Vedkommende har to muligheder: At checke eller placere en indsats. Hvis den første spiller checker (ikke placerer nogen indsats), går turen videre med uret til den næste spiller.",,,As primeiras ações do jogador,"A primeira pessoa a jogar é o primeiro jogador com duas cartas fechadas, à esquerda do dealer.
Ele tem duas opções: pedir mesa ou fazer uma aposta. Se o primeiro jogador decide pedir mesa (não aposta nada), a ação segue no sentido horário para o próximo jogador.",Actions du premier joueur,"La première personne à agir est le premier joueur, avec deux cartes fermées, placé à gauche du croupier.

Il dispose de deux options : checker ou miser. Si le premier joueur décide de checker (il ne mise rien), l'action se déplace, dans le sens des aiguilles d'une montre, au joueur suivant.",Första spelarens agerande,"Den första som agerar är den första spelaren, med två hålkort, till vänster om given.

Denna spelare har två alternativ: checka eller satsa. Om spelaren bestämmer sig för att checka (inte satsa) går spelet vidare medurs till nästa spelare."
omaha_hi_river,Other players’ actions,3,omaha_hi_river_3,66,90,"Once an initial bet is made, the players have the same options as in the previous rounds: they can call, raise, fold or raise pot, which could put them all-in.",Other players’ actions,"Once an initial bet is made, the players have the same options as in the previous rounds: they can call, raise, fold or raise pot, which could put them all-in.",Handlungen der anderen Spieler,"Nachdem der Eröffnungseinsatz gesetzt wurde, haben die Spieler die gleichen Optionen wie in den vorherigen Runden: Sie können mitgehen, erhöhen, aussteigen oder den Pot erhöhen, was möglicherweise einen All-In erforderlich macht.",Opciones del resto de jugadores,"Una vez que se ha hecho la apuesta inicial, el resto de jugadores tiene estas opciones: pagar, subir, tirarse o subir el bote, que puede llegar a ser all-in.",Andre spilleres handlemuligheder,"Allin er en indsats, der placerer alle spillerens chips i puljen. Hvis en spiller ønsker at fortsætte i en hånd uden at have tilstrækkeligt med chips til at calle den aktuelle indsats, kan han eller hun som regel gå allin for den mængde chips, der nu engang er tilbage i vedkommendes stack.

Hvis allin-spilleren vinder hånden, vinder vedkommende imidlertid ikke mere end det samlede beløb i hans eller hendes stack. Med andre ord kan en spiller, der går allin for 25 $ mod to modstandere med hver deres 100 $, kun vinde 25 $ fra hver modstander. Allin-spillerens samlede gevinst bliver derfor 75 $ (inklusive spillerens egen indsats på 25 $).",,,Ações dos outros jogadores,"Após a aposta inicial ser feita, os jogadores têm as mesmas opções que nas rodadas anteriores: eles podem pagar, aumentar, desistir ou aumentar o pote, o que poderia colocá-los em all-in.",Actions des autres joueurs,"Une fois une enchère initiale placée, les joueurs disposent des mêmes options que pour les tours précédents : ils peuvent suivre, relancer, passer ou relancer au pot, ce qui risque de les mettre all-in.",Övriga spelares ageranden,"När den inledande insatsen är gjord har spelarna samma alternativ som i de föregående rundorna: de kan syna, höja, lägga sig eller höja potten, vilket skulle kunna innebära All-in för dem."
omaha_hi_river,All-in,4,omaha_hi_river_4,57,10,"All-in is a bet that places all of a player’s chips in the pot. Usually, if a player wants to continue in a hand but does not have enough money to call the current bet, they can go an all-in for whatever amount they have left in their stack. 

However, if the all-in player wins the hand, they can only lay claim to the total amount of their stack. In other words, if they go all-in for $25, and their two opponents have $100 each, they can only win $25 from each player, for a total of $75 (including their $25 all-in).",All-in,"All-in is a bet that places all of a player’s chips in the pot. Usually, if a player wants to continue in a hand but does not have enough money to call the current bet, they can go an all-in for whatever amount they have left in their stack. 

However, if the all-in player wins the hand, they can only lay claim to the total amount of their stack. In other words, if they go all-in for $25, and their two opponents have $100 each, they can only win $25 from each player, for a total of $75 (including their $25 all-in).",All-In,"All-In ist ein Einsatz, bei dem alle Chips einen Spielers im Pot platziert werden. Wenn ein Spieler eine Hand weiterspielen möchte, jedoch nicht genügend Geld besitzt, um beim aktuellen Einsatz mitzugehen, kann er mit dem Betrag, den er übrig hat, einen All-In-Einsatz platzieren.

Wenn der All-In-Player die Hand gewinnt, kann er jedoch nur den Gesamtbetrag seines Stack in Anspruch nehmen. Mit anderen Worten, wenn er einen All-In-Einsatz in Höhe von 25 USD setzt und seine beiden Gegner jeweils 100 USD gesetzt haben, kann er von jedem Spieler nur 25 USD gewinnen. Er gewinnt also insgesamt 75 USD; dieser Betrag schließt seinen All-In-Einsatz von 25 USD ein.
",All-in,"All-in es una apuesta de todas las fichas del jugador. Normalmente, si un jugador quiere seguir en la mano y no tiene fichas suficientes para pagar la apuesta, pueden ir all-in por la cantidad de fichas que le queden.

Si el jugador gana la mano, solo puede reclamar la cantidad de su stack; en otras palabras, si un jugador va all-in por 25, y sus oponentes tiene 100 cada uno, solo puede ganar 25 de cada rival, un total de 75 incluyendo sus 25.",Allin,"Allin er en indsats, der placerer alle spillerens chips i puljen. Hvis en spiller ønsker at fortsætte i en hånd uden at have tilstrækkeligt med chips til at calle den aktuelle indsats, kan han eller hun som regel gå allin for den mængde chips, der nu engang er tilbage i vedkommendes stack.

Hvis allin-spilleren vinder hånden, vinder vedkommende imidlertid ikke mere end det samlede beløb i hans eller hendes stack. Med andre ord kan en spiller, der går allin for 25 $ mod to modstandere med hver deres 100 $, kun vinde 25 $ fra hver modstander. Allin-spillerens samlede gevinst bliver derfor 75 $ (inklusive spillerens egen indsats på 25 $).",,,All-in,"All-in é uma aposta que coloca todas as fichas do jogador no pote. Se um jogador quiser continuar em uma mão, mas não tem dinheiro suficiente para pagar a aposta atual, pode pedir all-in para qualquer valor que tiver em seu monte.

No entanto, se o jogador que pediu all-in ganhar a mão, ele só pode receber o total do seu monte. Em outras palavras, se ele pedir all-in com $25 e seus dois adversários tiverem $100 cada, ele só pode ganhar $25 de cada jogador, totalizando $75 (incluindo seu all-in de $25).",All-in,"Le all-in est une enchère qui place tous les jetons d'un joueur dans le pot. Généralement, si un joueur veut continuer dans une main mais n'a pas assez d'argent pour suivre la mise en cours, il peut opter pour un all-in quel que soit le montant restant dans sa pile.

Cependant, si le joueur all-in remporte la main, il ne peut revendiquer que le montant total de sa pile. En d'autres termes, s'il opte pour un all-in de 25 $ et que ses deux adversaires ont 100 $ chacun, il ne peut remporter que 25 $ de chaque joueur, pour un total de 75 $ (dont ses 25 $ de all-in).",All-in,"All-in är en insats som innebär att en spelare lägger alla sina marker i potten. Om en spelare vill fortsätta spela en hand, men inte har tillräckligt med marker för att syna den aktuella insatsen, kan den vanligtvis välja att gå All-in med hela beloppet i sin stack.

Om spelaren som går All-in vinner handen har den dock bara rätt till summan av sin stack. Om spelaren till exempel går All-in med 25 $, och de två motspelarna har 100 $ var, kan den alltså bara vinna 25 $ av varje spelare, dvs. sammanlagt 75 $ (inklusive sina egna 25 $ All-in)."
omaha_hi_river,End of betting,5,omaha_hi_river_5,55,90,"A betting round ends when all players, who have not folded, have bet equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the turn betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",End of betting,"A betting round ends when all players, who have not folded, have bet equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the turn betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie nach der Turn-Einsatzrunde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet.",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores, que no se han tirado, han apostado la misma cantidad de fichas. Si todos los jugadores deciden pasar en el ronda de apuestas, es decir no hay apuestas nuevas, el bote sigue con la misma cantidad de fichas que en la ronda del turn. Si todos los jugadores, excepto uno, se tiraran en la ronda de apuesta, el jugador que no se haya tirado gana el bote, y termina la mano.",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har placeret lige store indsatser i puljen. Hvis alle spillere beslutter at checke i den aktuelle indsatsrunde, kommer der ingen nye indsatser, og puljen forbliver på samme niveau som efter turn-runden. Hvis alle spillere undtagen én beslutter at folde i den aktuelle runde, vindes puljen af den spiller, der ikke har foldet, og indsatsrunden slutter.",,,Fim das apostas,"Uma rodada de apostas termina quando todos os jogadores que não desistiram colocarem montantes iguais no pote. Se todos os jogadores decidirem pedir mesa na rodada de apostas atual, ou seja, se não houver novas apostas, o montante no pote permanece o mesmo que após a rodada de apostas do turn. Se todos os jogadores, exceto um, decidirem desistir na rodada atual, o jogador que não desistiu ganha o pote e a rodada de apostas termina.",Fin des enchères,"Un tour d'enchère se termine lorsque tous les joueurs, qui n'ont pas passé, ont misé de façon égale au pot. Si tous les joueurs décident de checker au tour d'enchère en cours, signifiant qu'il n'y a pas de nouvelles mises, le montant dans le pot reste le même qu'après le tour d'enchère au turn. Si tous les joueurs sauf un, décident de passer au tour en cours, le joueur qui n'a pas passé remporte le pot et le tour d'enchère prend fin.",Satsningen avslutas,"En satsningsrunda avslutas när alla spelare som inte har lagt sig har satsat samma belopp till potten. Om alla spelare väljer att checka i den aktuella satsningsrundan, inga nya satsningar görs alltså, förblir beloppet i potten oförändrat från satsningsrundan efter turnen. Om alla spelare utom en väljer att lägga sig i den aktuella rundan vinns potten av spelaren som inte har lagt sig, och satsningsrundan avslutas därmed."
omaha_hi_showdown,The hand,1,omaha_hi_showdown_1,19,33,"To form the best five-card combination, the players must use two – and only two - of their four hole cards, plus three of the five community cards.",The hand,"To form the best five-card combination, the players must use two – and only two - of their four hole cards, plus three of the five community cards.",Die Hand,"Um die beste Kombination aus fünf Karten zu bilden, müssen die Spieler zwei – und nur zwei – ihrer vier Taschenkarten und drei der fünf Gemeinschaftskarten verwenden.",La mano,"Para formar la mejor mano de cinco cartas, los jugadores deben usar dos cartas de las cuatro cartas particulares y tres de las cinco comunitarias.",Hånden,Spillerne skal sammensætte den bedste kombination af fem kort ud fra to – og kun to – af deres fire hole cards og tre af de fem fælleskort på bordet.,,,A mão,"Para formar a melhor combinação de cinco cartas, os jogadores devem usar duas – e apenas duas – de suas quatro cartas fechadas, além de três das cinco cartas da mesa.",La main,"Pour former la meilleure combinaison de cinq cartes, les joueurs doivent utiliser deux, et seulement deux, de leurs quatre cartes fermées, plus trois des cinq cartes communautaires.",Handen,När spelarna försöker skapa den bästa femkortskombinationen måste de använda två – och endast två – av sina fyra hålkort och tre av de fem gemensamma korten.
omaha_hi_showdown,The order at showdown,2,omaha_hi_showdown_2,91,90,"The first player to show their cards is the player closest to the SB. Players go clockwise around the table, showing their cards. However, in live games it is common for the player, who bets or raises last – and gets called - to show first. The aim is to form the best five-card combination by using two – and only two - of your four hole cards along with three of the five community cards on the table.",The order at showdown,"The first player to show their cards is the player closest to the SB. Players go clockwise around the table, showing their cards. However, in live games it is common for the player, who bets or raises last – and gets called - to show first. The aim is to form the best five-card combination by using two – and only two - of your four hole cards along with three of the five community cards on the table.",Die Reihenfolge beim Showdown,"Der erste Spieler, der seine Karten zeigt, ist der Spieler, der dem SB am nächsten ist. Die Spieler zeigen im Uhrzeigersinn um den Tisch herum nacheinander ihre Karten. In Live-Spielen ist es jedoch allgemein üblich, dass der Spieler, der zuletzt gesetzt oder erhöht hat – und mit dem mitgegangen wurde – seine Karten zuerst zeigt. Ziel ist es, die beste Kombination aus fünf Karten zu bilden, indem Sie zwei – und nur zwei – Ihrer vier Taschenkarten und drei der fünf Gemeinschaftskarten auf dem Tisch verwenden.",El orden en el showdown,"El primer jugador en mostrar sus cartas es el que esté más cerca de la ciega pequeña. Los jugadores continúan en el sentido de las agujas del reloj mostrando sus cartas. En las partidas en vivo es habitual que el jugador que haya hecho la última apuesta o subida y se la hayan pagado sea el primero en enseñar. El objetivo es formar la mejor combinación de cinco cartas usando dos, y solo dos, cartas de las cuatro particulares y tres de las cinco cartas comunitarias de la mesa.",Rækkefølge ved showdown,"Den spiller, der er nærmest ved SB, skal vise sine kort først. Herefter viser spillerne deres kort efter tur med uret rundt om bordet. I livespil er det imidlertid almindeligt, at den spiller, der sidst placerede en indsats eller raisede – og blev callet – viser først. Formålet er at sammensætte den bedste kombination af fem kort ud fra to – og kun to – af dine fire hole cards og tre af de fem fælleskort på bordet.",,,A ordem na hora da verdade,"O primeiro jogador a mostrar suas cartas é o jogador mais próximo do SB. Os jogadores mostram suas cartas no sentido horário. No entanto, nos jogos ao vivo é comum para o jogador que aposta ou aumenta a aposta por último – e alguém paga – mostrar as cartas primeiro. O objetivo é formar a melhor combinação de cinco cartas, usando duas – e apenas duas – de suas quatro cartas fechadas, com três das cinco cartas da mesa.",L'ordre à l'abattage,"Le premier joueur à montrer ses cartes est le joueur le plus proche de la SB. Les joueurs montrent leurs cartes dans le sens des aiguilles d'une montre autour de la table. Cependant, dans les parties en direct, il est courant que le joueur qui mise ou relance en dernier, et est donc suivi, montre ses cartes le premier. Le but est de former la meilleure combinaison de cinq cartes en utilisant deux, et seulement deux, de vos quatre cartes fermées, plus trois des cinq cartes communautaires sur la table.",Turordningen vid visning,Den första som ska visa sina kort är spelaren närmast lilla mörken. Spelarna visar sina kort i medurs turordning runt bordet. I livespel är det dock vanligt att den spelare som satsar eller höjer sist – och blir synad – visar korten först. Målet är att skapa den bästa femkortskombinationen med två – och endast två – av dina fyra hålkort tillsammans med tre av de fem gemensamma korten på bordet.
omaha_hi_showdown,Next player,3,omaha_hi_showdown_3,56,10,"The next player to the left of the previous player turns up their two hole cards to form the best five-card combination, using any two out of their four hole cards and any three out of the five community cards on the table.",Next player,"The next player to the left of the previous player turns up their two hole cards to form the best five-card combination, using any two out of their four hole cards and any three out of the five community cards on the table.",Nächster Spieler,"Der nächste Spieler links vom vorangehenden Spieler zeigt seine beiden Taschenkarten, mit denen er die beste Kombination aus fünf Karten bilden möchte. Dabei kann er zwei beliebige Karten seiner vier Taschenkarten und drei beliebige Karten der Gemeinschaftskarten auf dem Tisch verwenden.",Siguiente jugador,"El siguiente jugador a la izquierda del jugador anterior es el siguiente en dar la vuelta a sus cartas para formar la mejor combinación de cinco cartas, usando dos de sus cuatro cartas y tres de las cinco comunitarias de la mesa.",Næste spiller,Spilleren til venstre for den forudgående spiller vender sine hole cards og sammensætter den bedste kombination af fem kort ud fra to af sine fire hole cards og tre af de fem fælleskort på bordet.,,,Próximo jogador,"O próximo jogador à esquerda do jogador anterior mostra suas duas cartas fechadas para formar a melhor combinação de cinco cartas, usando duas das suas quatro cartas fechadas e três das cinco cartas da mesa.",Joueur suivant,"Le joueur suivant (celui placé à la gauche du joueur précédent) tourne deux cartes fermées pour former la meilleure combinaison de cinq cartes, en utilisant deux de ces quatre cartes fermées, plus trois des cinq cartes communautaires sur la table.",Nästa spelare,Nästa spelare till vänster om den föregående visar sina två valfria hålkort för att försöka skapa den bästa femkortskombinationen tillsammans med vilka tre kort som helst av de fem gemensamma korten på bordet.
omaha_hi_showdown,The winner,4,omaha_hi_showdown_4,79,38,"At showdown, the winner is the player with the best five-card combination, also known as the hand. Showdown happens only if there is more than one player left in the game. If only one player makes it to the showdown stage, they win all the money in the pot.",The winner,"At showdown, the winner is the player with the best five-card combination, also known as the hand. Showdown happens only if there is more than one player left in the game. If only one player makes it to the showdown stage, they win all the money in the pot.",Der Gewinner,"Beim Showdown gewinnt der Spieler mit der besten Kombination von fünf Karten, auch als „Hand“ bezeichnet. Ein Showdown findet nur statt, wenn in einem Spiel mehr als ein Spieler übrig ist. Wenn nur ein Spieler den Showdown erreicht, gewinnt er das gesamte Geld, das sich im Pot befindet.",El ganador,"En el showdown, el ganador es el jugador con la mejor combinación de cinco cartas, también llamada la mano. El showdown solo ocurre si hay más de un jugador restante. Si solo queda un jugador con cartas es el ganador y se lleva todas las fichas del bote.",Vinderen,"Vinderen ved showdown er den spiller, der har den bedste kombination af fem kort, altså den bedste hånd. Der er kun showdown, når der er mere end én spiller tilbage i hånden. Hvis der kun er én spiller tilbage ved showdown, vinder denne hele puljen.",,,O vencedor,"Na hora da verdade, o vencedor é o jogador com a melhor combinação de cinco cartas, também conhecida como mão. A hora da verdade acontece apenas se houver mais de um jogador restante no jogo. Se apenas um jogador chegar à hora da verdade, ele ganha todo o dinheiro no pote.",Le gagnant,"À l'abattage, le gagnant est le joueur ayant la meilleure combinaison de cinq cartes; c'est ce que l'on appelle également la main. L'abattage n'est possible que s'il reste plus d'un joueur dans la main. Si un seul joueur arrive au stade de l'abattage, il gagne tout l'argent du pot.",Vinnaren,"Vid visning vinner den spelare som har den bästa femkortskombinationen, dvs. handen. Visning förekommer bara om fler än en spelare är kvar i spelet. Om bara en spelare fortfarande är aktiv i visningsläget vinner den alla pengarna i potten."
omaha_hi_lo_deal,Dealer,1,omaha_hi_lo_deal_1,28,10,"The dealer is the table position of the player who acts last in all betting rounds, except for pre-flop as long as they are still active in the hand. The position is also known as the ‘dealer button’ or simply the ‘button’ and is indicated with a ‘D’ marker. The dealer position is important because it determines the order in which the players act.

The dealer is regarded as the best table position. The player in the dealer position can observe the actions of their opponents before their turn comes around. It allows players to analyse their opponents and make decisions based on their opponents' actions.

The dealer changes position after each hand, and the button rotates clockwise around the table. After the first betting round is over, the player to the left of the current dealer button becomes the dealer for the next round.",Dealer,"The dealer is the table position of the player who acts last in all betting rounds, except for pre-flop as long as they are still active in the hand. The position is also known as the ‘dealer button’ or simply the ‘button’ and is indicated with a ‘D’ marker. The dealer position is important because it determines the order in which the players act.

The dealer is regarded as the best table position. The player in the dealer position can observe the actions of their opponents before their turn comes around. It allows players to analyse their opponents and make decisions based on their opponents' actions.

The dealer changes position after each hand, and the button rotates clockwise around the table. After the first betting round is over, the player to the left of the current dealer button becomes the dealer for the next round.",Dealer,"Der Dealer befindet sich in der Tischposition des Spielers, der in allen Einsatzrunden außer vor dem Flop zuletzt handelt, solange er in der Hand aktiv ist. Die Position wird auch als „Dealer-Button“ oder einfach als „D-Button“ bezeichnet und mit einem „D“ markiert. Die Dealer-Position ist wichtig, da sie die Reihenfolge festlegt, in der die Spieler handeln.

Die Dealer-Position gilt als beste Position am Tisch. Der Spieler in der Dealer-Position kann die Handlungen seiner Gegner beobachten, bevor er an der Reihe ist. So kann er seine Gegner analysieren und Entscheidungen auf der Basis ihrer Handlungen treffen.

Die Dealer-Position wechselt nach jeder Hand und der D-Button bewegt sich im Uhrzeigersinn um den Tisch. Nach der ersten Einsatzrunde wird der Spieler links vom aktuellen Dealer-Button zum Dealer für die nächste Runde.
",Dealer,"El dealer es la posición de la mesa en la que el jugador es el último en actuar en todas las rondas de apuestas, excepto preflop, siempre que sigan activos en la mano. Esta posición también se llama el botón y se indica con una D. La posición del dealer también es importante porque determina el orden en el que actúan los jugadores. 


El dealer se considera como la mejor posición de la mesa. El jugador en la posición de dealer puede observar las acciones de sus oponentes antes de que le llegue el turno, lo que le permite analizar a sus rivales y tomar sus decisiones basándose en las acciones del resto de jugadores.

El dealer cambia de posición después de cada mano y el botón rota en el sentido de las agujas del reloj. Después de que termine la primera ronda de apuestas, el jugador a la izquierda del dealer será el botón en la siguiente mano.",Dealer,"Dealeren er den position ved bordet, hvor den spiller sidder, der agerer sidst i alle indsatsrunder bortset fra preflop – så længe vedkommende stadig er aktiv i hånden. Positionen kaldes også ""dealerknappen"" eller bare ""knappen"", fordi den tildeles en markør med et ""D"" på. Dealerpositionen er vigtig, fordi den afgør, i hvilken rækkefølge spillerne kan agere.

Dealeren anses for at være den bedste position ved bordet. Spilleren i dealerpositionen kan observere alle de øvrige spilleres handlinger, inden det er hans eller hendes egen tur. Det giver den pågældende spiller mulighed for at analysere sine modstandere og foretage valg ud fra deres handlinger.

Dealerknappen roterer én position med uret rundt om bordet efter hver hånd. Når en hånd er slut, overtages dealerknappen og positionen som dealer i den næste runde af spilleren til venstre for den aktuelle dealer.",,,Dealer,"O dealer é a posição do jogador que joga por último em todas as rodadas de apostas, exceto no pré-flop, quando ainda está ativo na mão. A posição também é conhecida como o ""botão dealer"" ou simplesmente o ""botão"" e é indicada com um marcador ""D"". A posição do dealer é importante porque determina a ordem em que os jogadores jogam.

O dealer é considerado a melhor posição da mesa. O jogador na posição de dealer pode observar as ações dos seus adversários antes de chegar a sua vez. Isso permite que os jogadores analisem seus adversários e tomem decisões com base nas ações deles.

O dealer muda de posição após cada mão, e o botão gira no sentido horário ao redor da mesa. Depois da primeira rodada de apostas, o jogador à esquerda do atual botão dealer torna-se o dealer na próxima rodada.",Croupier,"Le croupier correspond à la place du joueur qui agit en dernier lors de tous les tours d’enchère, excepté pour le pré-flop, à condition d’être toujours actif dans la main. La place est également appelée le « bouton de croupier » ou simplement le « bouton » et est désignée par un bouton « D ». La place de croupier est importante car elle détermine l’ordre dans lequel les joueurs agissent.

Le croupier est considéré comme la meilleure place à la table. Le joueur qui occupe la place de croupier peut observer les actions de ses adversaires avant que ne vienne son tour. Cela permet aux joueurs d’analyser leurs adversaires et de prendre des décisions en fonction de leurs actions.

La place de croupier change après chaque main et le bouton se déplace autour de la table dans le sens des aiguilles d’une montre. Lorsque le premier tour d’enchère est terminé, le joueur à gauche du bouton de croupier devient le croupier du tour suivant.",Given,"Given är bordspositionen för den spelare som agerar sist i alla satsningsrundor, utom före floppen, så länge spelaren fortfarande är med i handen. Positionen kallas också ”dealer-knappen”, eller ”knappen” kort och gott, och märks ut med en D-markör. Givenpositionen är viktig eftersom den avgör den turordning som spelarna agerar i.

Given betraktas som bordets bästa position. Spelaren i givenpositionen kan iaktta motståndarnas ageranden innan det blir hans eller hennes tur. Spelaren får då tillfälle att analysera motståndarna och fatta beslut utifrån deras ageranden.

Givenpositionen flyttas efter varje hand, och knappen cirkulerar medurs runt bordet. När den första satsningsrundan är avklarad är det spelaren till vänster om den aktuella knappen som får given i nästa runda."
